Empresa, Alborada
,,,,,,
contrato,nro_adh,parentesco,fecha_ingreso,estado,tipo
SOD0003762,22218,TITULAR,2017-02-03 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALJ0000224,22223,TITULAR,2017-02-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALJ0000223,22222,TITULAR,2017-02-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003765,22232,TITULAR,2017-02-06 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0001004,22228,TITULAR,2017-02-06 00:00:00,Activo,SOCIO INDIVIDUAL MAS DE 50 ANOS
ALB0001004,22229,HIJO/A,2017-02-06 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALB0001004,22230,MADRE,2017-02-06 00:00:00,Activo,ADHERENTES DE 66 A 79 ANOS 
ALB0001004,22231,PADRE,2017-02-06 00:00:00,Activo,ADHERENTES DE 66 A 79 ANOS 
SOD0003766,22238,TITULAR,2017-02-06 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0000106,22242,TITULAR,2017-02-06 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 MAS PADRES O SUEGROS          "
SOD0000106,22243,CONYUGE,2017-02-06 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000106,22244,HIJO/A,2017-02-06 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000106,22245,HIJO/A,2017-02-06 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0003770,22246,TITULAR,2017-02-07 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003771,22247,TITULAR,2017-02-07 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003772,22252,TITULAR,2017-02-06 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003773,22253,TITULAR,2017-02-07 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003775,22255,TITULAR,2017-02-08 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003774,22256,TITULAR,2017-02-08 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0001006,22258,TITULAR,2017-02-08 00:00:00,Activo,"TITULAR, PADRE Y MADRE                                                                              "
ALB0001006,22259,PADRE,2017-02-09 00:00:00,Activo,"TITULAR, PADRE Y MADRE                                                                              "
ALB0001006,22260,MADRE,2017-02-08 00:00:00,Activo,"TITULAR, PADRE Y MADRE                                                                              "
SOD0003777,22261,TITULAR,2017-02-10 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003780,22276,TITULAR,2017-02-13 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003784,22284,TITULAR,2017-02-11 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003785,22285,TITULAR,2017-02-13 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003786,22287,TITULAR,2017-02-14 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003788,22288,TITULAR,2017-02-14 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003789,22289,TITULAR,2017-02-14 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003790,22310,TITULAR,2017-02-16 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0003700,22309,TITULAR,2017-02-16 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 MAS PADRES O SUEGROS          "
SOD0003792,22317,TITULAR,2017-02-15 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003794,22321,TITULAR,2017-02-17 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
SOD0003795,22322,TITULAR,2017-02-16 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003798,22326,TITULAR,2017-02-18 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003800,22328,TITULAR,2017-02-18 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003801,22329,TITULAR,2017-02-20 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003803,22336,TITULAR,2017-02-18 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003804,22337,TITULAR,2017-02-20 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003807,22341,TITULAR,2017-02-21 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003808,22342,TITULAR,2017-02-20 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003809,22343,TITULAR,2017-02-20 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003810,22344,TITULAR,2017-02-17 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003811,22345,TITULAR,2017-02-21 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003812,22346,TITULAR,2017-02-20 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003813,22347,TITULAR,2017-02-20 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003813,22355,HIJO/A,2017-02-22 00:00:00,Activo,ADHERENTE INDIRECTO
SOD0003813,22354,HIJO/A,2017-02-22 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0003813,22353,HIJO/A,2017-02-22 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 MAS PADRES O SUEGROS          "
SOD0003813,22352,TITULAR,2017-02-22 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 MAS PADRES O SUEGROS          "
SOD0003814,22356,TITULAR,2017-02-23 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003815,22357,TITULAR,2017-02-24 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0003701,22358,TITULAR,2017-02-22 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALB0003701,22359,CONYUGE,2017-02-22 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALB0003701,22360,HIJO/A,2017-02-22 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALB0003701,22361,NIETO/A,2017-02-22 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALJ0000225,22362,TITULAR,2017-02-22 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003816,22364,TITULAR,2017-02-25 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003817,22365,TITULAR,2017-02-25 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002514,22366,MADRE,2017-02-28 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002514,22367,MADRE,2017-02-28 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003819,22369,TITULAR,2017-02-26 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003826,22372,TITULAR,2017-02-28 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003827,22373,TITULAR,2017-02-28 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
SOD0003827,22374,HERMANO/A,2017-02-28 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003883,22494,TITULAR,2017-04-06 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003822,22376,TITULAR,2017-03-01 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003823,22377,TITULAR,2017-03-01 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003824,22378,TITULAR,2017-03-01 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003825,22379,TITULAR,2017-03-01 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0000107,22388,TITULAR,2017-03-02 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0000107,22389,HIJO/A,2017-03-02 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0000107,22390,HIJO/A,2017-03-02 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003831,22391,TITULAR,2017-03-02 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003832,22392,TITULAR,2017-03-03 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003835,22398,TITULAR,2017-03-03 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003837,22399,TITULAR,2017-03-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003838,22400,TITULAR,2017-02-25 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003839,22403,TITULAR,2017-03-06 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003840,22404,TITULAR,2017-03-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003841,22405,TITULAR,2017-03-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003842,22406,TITULAR,2017-03-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003843,22407,TITULAR,2017-03-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003844,22408,TITULAR,2017-03-02 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003847,22411,TITULAR,2017-03-06 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003848,22412,TITULAR,2017-03-08 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003850,22414,TITULAR,2017-03-08 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003851,22415,TITULAR,2017-03-10 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003853,22417,TITULAR,2017-03-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003852,22418,TITULAR,2017-03-13 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003854,22419,TITULAR,2017-03-13 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0004809,23928,TITULAR,2017-08-31 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003857,22424,TITULAR,2017-03-17 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003858,22425,TITULAR,2017-03-18 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002517,22426,TITULAR,2017-03-20 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002517,22427,HERMANO/A,2017-03-20 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002517,22428,HERMANO/A,2017-03-20 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002517,22429,HERMANO/A,2017-03-20 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003859,22431,TITULAR,2017-03-21 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003860,22432,TITULAR,2017-03-21 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003560,22433,TITULAR,2017-03-25 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003860,22434,TITULAR,2017-03-24 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002518,22435,TITULAR,2017-03-27 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002519,22438,TITULAR,2017-03-27 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002519,22439,HIJO/A,2017-03-27 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002519,22440,HIJO/A,2017-03-27 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002519,22441,NIETO/A,2017-03-27 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003863,22443,TITULAR,2017-03-27 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003864,22444,TITULAR,2017-03-29 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002520,22446,TITULAR,2017-03-19 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002520,22447,HIJO/A,2017-03-19 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002520,22448,HIJO/A,2017-03-19 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002521,22454,TITULAR,2017-03-30 00:00:00,Activo,ADHERENTES DIRECTO
SOD0002521,22455,CONYUGE,2017-03-30 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002521,22456,HERMANO/A,2017-03-30 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002521,22457,HERMANO/A,2017-03-30 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002521,22458,HERMANO/A,2017-03-30 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002521,22459,HERMANO/A,2017-03-30 00:00:00,Activo,ADHERENTE INDIRECTO
SOD0002522,22462,TITULAR,2017-04-01 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002522,22463,HERMANO/A,2017-04-01 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002522,22464,PRIMO/A,1996-08-30 00:00:00,Activo,ADHERENTES DIRECTO
ALB0003702,22465,TITULAR,2017-04-03 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0003702,22466,CONYUGE,2017-04-03 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0003702,22467,HIJO/A,2017-04-03 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0003702,22468,HIJO/A,2017-04-03 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0003702,22469,HIJO/A,2017-04-03 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0003702,22470,MADRE,2017-04-03 00:00:00,Activo,ADHERENTES DE 66 A 79 ANOS 
ALB0003702,22471,PADRE,2017-04-03 00:00:00,No-Activo,ADHERENTES DE 66 A 79 ANOS 
SOD0003870,22472,TITULAR,2017-04-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003871,22473,TITULAR,2017-04-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003872,22474,TITULAR,2017-04-01 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003873,22475,TITULAR,2017-04-03 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003874,22476,TITULAR,2017-04-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003869,22480,TITULAR,2017-03-31 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003880,20999,TITULAR,2016-04-25 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003880,22481,HERMANO/A,2017-04-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003877,22484,TITULAR,2017-04-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003875,22485,TITULAR,2017-04-05 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003879,22486,TITULAR,2017-04-06 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003882,22492,TITULAR,2017-04-05 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003883,22495,TITULAR,2017-04-06 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002523,22496,TITULAR,2017-04-07 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
SOD0002523,22497,MADRE,2017-04-07 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002523,22498,HERMANO/A,2017-04-07 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003020,22501,TITULAR,2017-04-10 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 MAS PADRES O SUEGROS          "
SOD0003020,22502,CONYUGE,2017-04-10 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0003020,22503,HIJO/A,2017-04-10 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
PART003887,22504,TITULAR,2017-04-10 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002524,22505,TITULAR,2017-04-07 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
SOD0002524,22506,HERMANO/A,2017-04-11 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002524,22507,PRIMO/A,2017-04-07 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002525,22508,TITULAR,2017-04-12 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002525,22509,CONYUGE,2017-04-12 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002525,22510,HIJO/A,2017-04-07 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002525,22511,HIJO/A,2017-04-07 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002525,22512,HIJO/A,2017-04-07 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003888,22513,TITULAR,2017-04-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003895,22514,TITULAR,2017-04-11 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003897,22516,TITULAR,2017-04-11 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002526,22517,TITULAR,2017-04-17 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002526,22518,CONYUGE,2017-04-07 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002526,22519,HIJO/A,2017-04-07 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002526,22520,HIJO/A,2017-04-07 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002526,22521,PRIMO/A,2017-04-07 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003898,22522,TITULAR,2017-04-08 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003899,22523,TITULAR,2017-04-01 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0003703,22525,TITULAR,2017-04-11 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALB0003703,22526,CONYUGE,2017-04-11 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0003703,22527,HIJO/A,2017-04-11 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0003703,22528,HIJO/A,2017-04-11 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0003703,22529,HIJO/A,2017-04-11 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0000110,22538,TITULAR,2016-10-16 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALB0000110,22539,CONYUGE,2016-10-16 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0000110,22540,HIJO/A,2016-10-16 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0000110,22541,HIJO/A,2016-10-16 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0000110,22542,MADRE,2016-10-16 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003902,22543,TITULAR,2017-04-19 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0001012,22561,HIJO/A,2017-04-20 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0001012,22560,HIJO/A,2017-04-20 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0001012,22559,HIJO/A,2017-04-20 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0001012,22558,CONYUGE,2017-04-20 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003903,22550,TITULAR,2017-04-19 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0001012,22562,MADRE,2017-04-20 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0001012,22557,TITULAR,2017-04-20 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
SOD0002527,22563,TITULAR,2017-04-24 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
SOD0002527,22564,CONYUGE,2017-04-24 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002527,22565,HIJO/A,2017-04-24 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002527,22566,HIJO/A,2017-04-24 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0002528,22567,TITULAR,2017-04-24 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALB0002528,22568,CONYUGE,2017-04-24 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0002528,22569,HIJO/A,2017-04-24 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0002528,22570,NIETO/A,2017-04-24 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0002528,22571,NIETO/A,2017-04-24 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003905,22574,TITULAR,2017-04-24 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0000112,22575,ABUELO/A,2017-04-24 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALB0000112,22576,TITULAR,2017-04-24 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0000112,22577,PADRE,2017-04-24 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALS0003890,22578,TITULAR,2017-04-26 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002529,22579,CONYUGE,2017-04-25 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002529,22580,TITULAR,2017-04-25 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003906,22581,TITULAR,2017-04-25 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002530,22583,TITULAR,2017-04-27 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002530,22584,HIJO/A,2017-04-27 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002530,22585,HIJO/A,2017-04-27 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002530,22586,HIJO/A,2017-04-27 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002531,22587,TITULAR,2017-04-27 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002531,22588,CONYUGE,2017-04-27 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002531,22589,HIJO/A,2017-04-27 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002531,22590,HIJO/A,2017-04-27 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003907,22594,TITULAR,2017-04-15 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003910,22597,TITULAR,2017-05-02 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003911,22598,TITULAR,2017-04-29 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003912,22599,TITULAR,2017-05-02 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003990,22600,TITULAR,2017-04-22 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003913,22601,TITULAR,2017-05-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003914,22602,TITULAR,2017-04-27 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002533,22603,TITULAR,2017-05-04 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 MAS PADRES O SUEGROS          "
SOD0002533,22604,HIJO/A,2017-05-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0002533,22605,HIJO/A,2017-05-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0002533,22606,CONYUGE,2017-05-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0003915,22607,TITULAR,2017-05-05 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003992,22611,HERMANO/A,2017-05-06 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003992,22612,CONYUGE,2017-05-06 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003991,22613,TITULAR,2017-05-06 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003991,22614,HERMANO/A,2017-05-06 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003993,22615,TITULAR,2017-05-06 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0004136,23034,TITULAR,2017-07-10 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002534,22617,TITULAR,2017-05-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002534,22618,CONYUGE,2017-05-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002534,22619,HERMANO/A,2017-05-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002534,22620,PRIMO/A,2017-05-04 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003917,22621,TITULAR,2017-04-27 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0000113,22622,CONYUGE,2017-05-05 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0000113,22623,HIJO/A,2017-05-05 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0000113,22624,HIJO/A,2017-05-05 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003918,22625,TITULAR,2017-05-05 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003919,22626,TITULAR,2017-05-07 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002535,22628,TITULAR,2017-05-08 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
SOD0002535,22629,HIJO/A,2017-05-08 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0002535,22630,HIJO/A,2017-05-08 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0002535,22631,CONYUGE,2017-05-08 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0002536,22632,TITULAR,2017-05-09 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002536,22633,CONYUGE,2017-05-09 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0002536,22634,HIJO/A,2017-05-09 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003921,22635,TITULAR,2017-05-09 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003920,22636,TITULAR,2017-05-06 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003924,22639,TITULAR,2017-05-09 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0003925,22640,TITULAR,2017-05-09 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0003704,22641,TITULAR,2017-05-10 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
